Arrow Financial Corporation,33.2,31.44,19.45,2.25,0,2.74,25.55
Arthur J. Gallagher & Co. Commo,49.74,48.88,23.95,2.49,854.60M,1.92,4.16
Artisan Partners Asset Manageme,27.23,28.33,18.31,9.71,246.49M,3.95,7.24
"ASB Bancorp, Inc.",26.4,25.5,18.79,1.01,0,0,2.79
Aspen Insurance Holdings Limite,49.23,46.77,9.06,0.99,506.00M,-12.04,0.88
Associated Banc-Corp Common Sto,20.37,18.99,19.2,1.16,0,2.79,4.67
"Associated Capital Group, Inc. ",34.34,31.79,79.37,0.96,-18.23M,0,5.57
"Assurant, Inc. Common Stock",85.23,86.41,9.2,1.1,1.09B,1.72,3.47
Assured Guaranty Ltd. Common St,30.75,27.65,4.26,0.69,0,2.78,5.64
"Asta Funding, Inc.",9.73,10.43,26.32,0.61,16.06M,0,1.65
Astoria Financial Corporation C,14.72,14.99,25.11,1.03,0,5.06,8.88
Atlantic American Corporation,3.79,3.77,90.91,0.72,4.85M,0,1.18
"Atlantic Capital Bancshares, In",15.1,14.83,106.71,1.29,0,0,5.51
Atlantic Coast Financial Corpor,6.53,6.3,20.76,1.22,0,0,0.66
Atlanticus Holdings Corporation,3.18,3.01,13.23,2.58,0,0,314.34
"Atlas Financial Holdings, Inc. ",16.73,17.01,10.9,1.48,29.66M,0,4.44
"Auburn National Bancorporation,",27.7,28.38,13,1.2,0,0,0.24
Avista Healthcare Public Acquis,N/A,N/A,N/A,N/A,N/A,0,N/A
Aviva plc Unsponsored ADR (UK),11.13,11.34,37.22,1.02,1.27B,0,1.18
Axar Acquisition Corp.,9.88,9.92,N/A,14.07,0,0,2.61
Axar Acquisition Corp.,9.9441,9.9642,N/A,N/A,0,0,0
Axar Acquisition Corp. - Warran,N/A,N/A,N/A,N/A,N/A,0,N/A
Axis Capital Holdings Limited C,57.62,55.51,12.24,1,522.31M,2.92,3.29
"Baldwin & Lyons, Inc. - Class A",24.08,24.11,13.62,0.93,45.83M,0,4.02
"Baldwin & Lyons, Inc. - Class B",25.18,25.28,14.5,0.98,45.83M,2.56,7.36
"Banc of California, Inc. Common",14.63,18.78,8.09,1.05,0,0.62,3.28
BancFirst Corporation,74.27,67.09,19.31,1.87,0,1.85,5.74
BancFirst Corporation - 7.2% Cu,27.82,27.49,N/A,N/A,0,0,0
Banco Bilbao Vizcaya Argentaria,6.57,6.16,9.94,0.83,0,0.67,1.88
Banco Bradesco Sa American Depo,9.59,8.51,9.77,1.64,0,1.15,1.51
Banco Bradesco Sa American Depo,9.15,8.56,9.45,1.6,0,0,0.65
Banco De Chile Banco De Chile A,69.06,65.59,12.91,2.62,0,4.26,3.72
Banco Latinoamericano de Comerc,27.88,27.48,11.62,1.12,0,1.65,10.34
Banco Santander Brasil SA Ameri,7.64,6.41,14.81,1.18,0,-7.71,10.94
Banco Santander - Chile ADS,21.73,20.45,14.03,2.53,0,2.75,5.36
"Banco Santander, S.A. Sponsored",4.62,4.41,14.21,0.71,0,-21.44,2.08
BanColombia S.A. Common Stock,37.42,36.52,10.54,1.27,0,3.92,5.4
"Bancorp 34, Inc.",12.33,12.33,28.74,0.68,0,0,0.74
"Bancorp of New Jersey, Inc Comm",11.48,11.32,17.83,0.99,0,0,3.75
"BancorpSouth, Inc. Common Stock",24.48,23.67,23.53,1.57,0,3.94,3.5
Bank Mutual Corporation,8.01,7.83,23.71,1.38,0,4.63,5.92
Bank of America Corporation Com,17.19,15.24,14.87,0.83,0,1.71,1.45
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bank of Commerce Holdings (CA),7.39,6.83,23.29,1.17,0,0,3.21
Bank of Hawaii Corporation Comm,76.61,71.6,20.51,3.14,0,2.38,23.61
Bank of Marin Bancorp,53.46,50.54,17.63,1.71,0,1.59,7.88
Bank Of Montreal Common Stock,64.11,64.4,13.23,1.51,0,4.64,11.49
Bank of N.T. Butterfield & Son ,26.37,25.88,23.11,1.62,0,0,0.19
Bank of New York Mellon Corpora,43.08,40.91,16.05,1.39,0,1.34,3.06
Bank Nova Scotia Halifax Pfd 3 ,53.26,51.54,12.94,1.71,0,3.49,21.57
Bank of South Carolina Corp.,19.16,17.35,20.88,2.32,0,0,6.04
Bank of the James Financial Gro,12.61,12.45,14.42,1.14,0,0,1.05
Bank of the Ozarks,39.63,38.28,19.54,2.03,0,1.5,10.44
BankFinancial Corporation,12.85,12.52,37.63,1.31,0,4.53,19.71
"BankUnited, Inc. Common Stock",30.57,31.13,17.29,1.55,0,1.28,2.31
"Bankwell Financial Group, Inc.",24.8,22.85,17.82,1.43,0,0,21.7
Banner Corporation,45.55,43.61,24.48,1.26,0,1.73,3.75
"Bar Harbor Bankshares, Inc. Com",37.66,35.91,16,1.52,0,0,41.28
Barclays PLC - Barclays Inverse,21.3144,19.3851,N/A,N/A,N/A,0,N/A
Barclays PLC Common Stock,9.17,8.97,N/A,0.77,0,4.15,0.78
Barclays PLC,80.88,81.23,N/A,N/A,N/A,0,N/A
Barington/Hilco Acquisition Cor,10.11,10.05,N/A,3.77,0,0,39.88
Barington/Hilco Acquisition Cor,0,0,N/A,N/A,0,0,0
Barington/Hilco Acquisition Cor,N/A,N/A,N/A,N/A,N/A,0,N/A
Barington/Hilco Acquisition Cor,N/A,N/A,N/A,N/A,N/A,0,N/A
"Bay Bancorp, Inc.",5.47,5.24,40.4,0.96,0,0,3.98
BB&T Corporation Common Stock,39.71,37.35,16.58,1.34,0,2.96,3.16
BBVA Banco Frances S.A. Common ,19.64,19.94,11.34,2.98,0,0.41,2.67
BBX Capital Corporation Common ,20.54,18.03,11.52,1,26.80M,0,16.76
"BCB Bancorp, Inc. (NJ)",11.62,10.88,24.02,1.18,0,0,2.9
"Bear State Financial, Inc.",9.11,9.3,25.55,1.61,0,0,36.12
"Beneficial Bancorp, Inc.",15.05,14.2,56.69,1.15,0,3.81,7.36
"Berkshire Hills Bancorp, Inc. C",29.51,27.7,15.83,1.09,0,1.51,3.11
"BGC Partners, Inc. 8.125% Senio",26.1,26.53,46.61,8.14,0,0,0
"BGC Partners, Inc.",8.96,8.92,17.38,3.03,0,0.96,3.33
"Blackhawk Network Holdings, Inc",34.24,33.4,95.54,2.63,144.60M,1.6,4.48
"BlackRock, Inc. Common Stock",354.98,357.96,19.68,2.11,4.78B,1.84,2.7
Blue Capital Reinsurance Holdin,17.95,17.8,10.62,0.93,0,4.13,3.75
"Blue Hills Bancorp, Inc.",15.53,14.79,62.11,1.12,0,0,18.89
BNC Bancorp,25.45,24.14,21.74,1.85,0,1.79,8.97
"BofI Holding, Inc.",21.58,19.56,12.39,2.07,0,1.12,22.15
"BofI Holding, Inc. - 6.25% Subo",25.558,25.67,N/A,N/A,0,0,0
BOK Financial Corporation,72.49,66.39,22.22,1.58,0,2.64,17.96
BOK Financial Corporation - 5.3,24.7097,25.2961,N/A,N/A,0,0,0
Boston Private Financial Holdin,13.47,12.58,19.81,1.73,0,10.84,4.57
Boston Private Financial Holdin,25.94,26.15,32.44,2.88,0,0,0
Boston Private Financial Holdin,N/A,N/A,N/A,N/A,N/A,0,N/A
Boulevard Acquisition Corp. II,9.83,9.75,N/A,21.44,0,0,0.28
Boulevard Acquisition Corp. II ,0,0,N/A,N/A,0,0,0
Boulevard Acquisition Corp. II ,N/A,N/A,N/A,N/A,N/A,0,N/A
"Bridge Bancorp, Inc.",28.68,29.22,16.26,1.52,0,0,19.33
Broadway Financial Corporation,1.61,1.76,7.33,1.08,0,0,1.19
Brookfield Property Partners L.,22.01,23.23,6.39,0.72,4.53B,0,1.54
"Brookline Bancorp, Inc.",13.09,11.88,19.97,1.52,0,3.38,6.65
"Brown & Brown, Inc. Common Stoc",37.98,36.92,23.24,2.56,578.67M,3.36,3.01
Bryn Mawr Bank Corporation,32.12,30.57,29.7,1.57,0,2.38,9.57
"BSB Bancorp, Inc.",24.69,23.5,21.62,1.41,0,0,41.71
C&F Financial Corporation,42.45,42.88,11.75,1.07,0,0,12.24
CABCO Series 2004-101 Trust Gol,22.2275,21.6099,N/A,N/A,0,0,0
Cabco Tr Jcp 7.625 Common Stock,19.83,19.16,N/A,N/A,0,0,0
"Calamos Asset Management, Inc.",6.5,7.01,155.78,0.63,23.77M,17,4.95
California First National Banco,14.33,14.53,17.95,0.83,0,0,31.88
Camden National Corporation,32.88,30.42,18.95,1.51,0,0,7.77
Canadian Imperial Bank of Comme,75.62,77.06,10.24,1.91,0,5.27,42.91
Capital Bank Financial Corp.,33.08,30.96,25.99,1.5,0,1.82,23.13
Capital City Bank Group,15.54,14.83,28.07,1.07,0,4.5,10.9
Capital One Financial Corporati,75.27,70.33,11.89,0.85,0,2.04,3.58
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Capitol Acquisition Corp. III,9.86,9.77,N/A,19.3,0,0,0.38
CAPITOL ACQUISITION CORP III UN,0,0,N/A,N/A,0,0,0
Capitol Acquisition Corp. III -,N/A,N/A,N/A,N/A,N/A,0,N/A
"Capitol Federal Financial, Inc.",14.68,14.08,25.82,1.55,0,5.2,21.64
"CapStar Financial Holdings, Inc",17.3734,17.2347,22.6058,1.4246,0,0,1.18
CardConnect Corp.,9.41,9.84,N/A,N/A,26.17M,0,14.03
CardConnect Corp. - Warrants,N/A,N/A,N/A,N/A,N/A,0,N/A
Cardinal Financial Corporation,27.13,24.77,21.65,2.3,0,-2.37,2.45
Carolina Bank Holdings Inc.,20.29,18.5,23.58,1.73,0,0,1.73
Carolina Financial Corporation,23.43,20.63,18.73,1.96,0,0,12.71
"Carolina Trust BancShares, Inc.",6.13,6.08,35.23,0.99,0,0,0.2
"Carver Bancorp, Inc.",4.51,4.23,N/A,1.5,0,0,1.96
Cascade Bancorp,6.33,5.91,31.19,1.44,0,3.41,9.04
Cathay General Bancorp,31.36,30.33,17.08,1.57,0,2.01,8.82
Cathay General Bancorp - Warran,N/A,N/A,N/A,N/A,N/A,0,N/A
"CB Financial Services, Inc.",23.26,22.42,13.66,1.11,0,0,5.94
"CBOE Holdings, Inc.",65.67,66.3,29.38,19.28,345.59M,4.81,5.2
CBRE Group Inc Common Stock Cla,27.3,28.32,19.76,3.28,1.10B,1.14,3.5
"CenterState Banks, Inc.",18.97,17.15,28.23,1.89,0,2.12,3.71
Central Federal Corporation,1.45,1.38,7.45,0.61,0,0,4.3
Central Valley Community Bancor,15.24,14.7,12.34,1.26,0,1.56,10.44
Centrue Financial Corporation,19.49,17.92,2.93,1.01,0,0,8.7
"Century Bancorp, Inc.",46.87,44.27,12.27,1.26,0,0,10.76
CF Corporation - Class A Ordina,9.83,9.77,N/A,39.36,0,0,0.1
CF Corporation Units,9.76,9.95,N/A,N/A,0,0,0
CF Corporation - Warrants,N/A,N/A,N/A,N/A,N/A,0,N/A
Charter Financial Corp.,13.05,13.1,18.08,0.98,0,0,6.63
Chemical Financial Corporation,45.09,42.04,25.05,1.41,0,4.57,5.63
Chemung Financial Corp,29.38,29.72,16.42,1.02,0,0,25.54
"China Commercial Credit, Inc.",1.66,1.51,N/A,9.05,0,0,1.12
China Cord Blood Corporation Co,4.96,5.42,27.16,1.46,36.74M,0,2.48
China Finance Online Co. Limite,0,0,N/A,N/A,0,0,0
"China HGS Real Estate, Inc.",1.86,1.99,7.92,0.58,13.41M,0,5.51
China Lending Corporation - Ord,7.53,7.95,9.85,1.34,0,0,1
China Lending Corporation - War,N/A,N/A,N/A,N/A,N/A,0,N/A
China Life Insurance Company Li,12.9,11.91,37.18,1.61,4.04B,-1.69,5.55
CIFC LLC,11.27,8.99,9.31,1.42,105.11M,0,0.9
Cincinnati Financial Corporatio,72.57,73.11,19.31,1.72,999.00M,-3.02,6.98
CIT Group Inc (DEL) Common Stoc,37.12,34.77,18.92,0.74,0,-1.48,3.2
Blackrock Limited Duration Inco,15.17,15.3,N/A,N/A,0,0,0
"Citigroup, Inc. Common Stock",50.36,46.35,12.08,0.74,0,8.03,1.71
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Citizens & Northern Corp,22.15,21.19,19.76,1.54,0,0,24.54
"Citizens Community Bancorp, Inc",11,10.44,19.03,0.92,0,0,3.45
"Citizens Financial Group, Inc. ",27.02,23.77,17.35,0.83,0,1.67,1.87
Citizens First Corporation,16.79,15.56,10.32,1.01,0,0,6.33
Citizens Holding Company,23.24,22.54,15.55,1.19,0,0,7.57
"Citizens, Inc. Class A Common S",8.59,8.66,N/A,1.8,5.75M,0,35
City Holding Company,52.71,49.31,17.98,2.08,0,2.22,19.01
"Civista Bancshares, Inc.",14.83,13.73,9.88,1.05,0,3.22,1.55
"Civista Bancshares, Inc.  - Dep",47.2,43.86,31.45,3.33,0,0,0
Clifton Bancorp Inc.,15.44,15.09,87.57,1.21,0,0,40.69
CME Group Inc.,106.17,102.39,26.63,1.81,2.37B,3.86,4.24
CNA Financial Corporation Commo,36.25,33.28,19.23,0.85,895.00M,0.99,3.51
CNB Financial Corporation,20.78,19.29,16.83,1.6,0,0,11.68
CNinsure Inc. - American deposi,0,0,N/A,N/A,0,0,0
"CNO Financial Group, Inc. Commo",15.97,16.98,12.43,0.68,712.20M,2.33,2.83
"Coastway Bancorp, Inc.",13.37,12.91,17.42,0.8,0,0,1.7
CoBiz Financial Inc.,13.47,12.75,20.85,2.11,0,1.75,19.9
"Codorus Valley Bancorp, Inc",21.27,21.1,15.4,1.22,0,0,11.22
Cohen & Steers Inc Common Stock,37.6,40.11,20.47,5.8,134.81M,0.89,9.85
Colliers International Group In,38.55,39.37,22.84,7.51,183.91M,1.03,1.47
"Colony Bankcorp, Inc.",10.05,9.75,13.21,1.02,0,0,1.9
"Columbia Banking System, Inc.",33.87,31.25,22.34,1.78,0,2.44,7.39
Comerica Incorporated Common St,52.45,46.71,25.4,1.36,0,1.5,2.37
"Commerce Bancshares, Inc.",51.16,49.01,21.66,2.3,0,2.61,8.45
"Commerce Bancshares, Inc. - Dep",26.52,27.66,9.5,1.01,0,0,0.15
"Community Bank System, Inc. Com",48.78,44.72,25.13,2,0,2.39,19.01
Community Bankers Trust Corpora,5.55,5.31,13.84,1.14,0,0,0.36
"Community Trust Bancorp, Inc.",37.86,36.28,15.8,1.48,0,2.94,7.24
Community West Bancshares,8.28,7.88,13.86,1.13,0,0,3.62
"Conifer Holdings, Inc.",7.97,7.48,N/A,0.77,-5.98M,-0.72,9.67
"ConnectOne Bancorp, Inc.",19.06,17.39,16.6,1.44,0,1.57,14.51
Consolidated-Tomoka Land Co. Co,51.17,49.58,18.7,2.2,31.56M,0,0
"Consumer Portfolio Services, In",4.51,4.09,4.49,0.62,0,0.26,6.79
Conyers Park Acquisition Corp.,10.27,10.2,N/A,5300,0,0,4.56
Conyers Park Acquisition Corp.,0,0,N/A,N/A,0,0,0
Conyers Park Acquisition Corp.,N/A,N/A,N/A,N/A,N/A,0,N/A
Corporate Asset Backed Corp CAB,23.45,23.54,N/A,N/A,0,0,0
CorVel Corp.,34.249,41.042,23.864,4.555,65.20M,0,1.45
"County Bancorp, Inc.",20.55,20.74,14.3,1.25,0,0,7.72
"Cowen Group, Inc.",3.38,3.31,60.17,0.49,0,-5.67,32.75
"Cowen Group, Inc. - 8.25% Senio",0,0,433.05,3.58,0,0,0
Central Pacific Financial Corp ,26.33,24.82,20.87,1.81,0,2.55,4.98
CPI Card Group Inc.,5.19,5.05,31.75,N/A,57.92M,1.17,21.97
Credicorp Ltd. Common Stock,150.89,152.72,N/A,N/A,0,0.83,2.84
Credit Acceptance Corporation,184.9,188.2,12.28,3.32,0,1.83,14.26
Credit Suisse AG - Credit Suiss,0,0,N/A,N/A,0,0,0
Credit Suisse Group American De,13.61,12.73,N/A,0.65,0,236.33,1.47
Credit Suisse AG - Credit Suiss,0,0,N/A,N/A,0,0,0
Cresud S.A.C.I.F. y A. - Americ,0,0,N/A,N/A,0,0,0
CU Bancorp (CA),24.02,23.7,19.28,1.49,0,2.31,6.79
"Cullen/Frost Bankers, Inc. Comm",76.15,69.47,19.37,1.73,0,2.52,14.5
"Customers Bancorp, Inc Common S",26.31,25.99,12.58,1.44,0,0,8.95
"Customers Bancorp, Inc 6.375% S",26.67,26.832,11.108,1.274,0,0,0
CVB Financial Corporation,17.99,17.21,22.33,2.3,0,2.27,20.61
D/B/A Chubb Limited New Common ,124.98,126.06,17.02,1.21,4.73B,6.68,3.03
Deutsch Bk Contingent Cap Tr V ,24.74,25.83,N/A,N/A,0,0,0
Deutsche Bank AG Common Stock,14.4,14.65,N/A,0.3,0,-30.66,3.83
Deutsche Bk Contingent Cap Tr I,24.08,25.21,N/A,N/A,0,0,0
Deutsche Bk Contingent Cap TR I,23.01,24.39,N/A,N/A,0,0,0
"Diamond Hill Investment Group, ",183.59,186.75,15.62,4.53,61.47M,0,11.12
"Dime Community Bancshares, Inc.",17.08,17.4,8.29,1.23,0,12.16,7.36
Discover Financial Services Com,58.31,56.85,12.13,2.43,0,1.56,1.91
DNB Financial Corp,25.57,25.64,19.23,1.26,0,0,3.25
"Donegal Group, Inc.",15.78,16.03,15.97,0.97,54.16M,1.37,5.38
"Donegal Group, Inc. - Class B",18.45,16.51,17.86,1.08,54.16M,0,16.84
Double Eagle Acquisition Corp. ,9.89,9.79,N/A,29.53,0,0,0.05
Double Eagle Acquisition Corp. ,0,0,N/A,N/A,0,0,0
Double Eagle Acquisition Corp. ,N/A,N/A,N/A,N/A,N/A,0,N/A
Dun & Bradstreet Corporation (T,123.91,128.26,46.82,N/A,424.50M,2.82,6.31
"Dupont Fabros Technology, Inc. ",40.38,43.62,286.16,3.73,295.79M,1.16,5.34
E*TRADE Financial Corporation,29.66,26.79,18.65,1.58,0,0.94,1.29
"Eagle Bancorp Montana, Inc.",15.52,13.95,15.51,1.14,0,1.37,2.18
"Eagle Bancorp, Inc.",50.22,50.01,20.19,2.28,0,1.6,16.05
"East West Bancorp, Inc.",40.66,36.99,16.39,1.99,0,1.78,1.3
"Eastern Virginia Bankshares, In",8.35,7.7,19.63,0.93,0,3.8,1.05
Eaton Vance Corporation Common ,37.6,37.29,19.49,7.03,434.56M,2.24,8.46
E-compass Acquisition Corp. - O,10.22,10.18,N/A,2.46,0,0,0
E-compass Acquisition Corp. - R,0,0,N/A,N/A,0,0,0
E-compass Acquisition Corp.,0,0,N/A,N/A,0,0,0
"eHealth, Inc.",10.04,11.88,N/A,1.95,9.60M,11.82,1.49
Electrum Special Acquisition Co,9.86,9.8,N/A,12.02,0,0,0.31
Electrum Special Acquisition Co,N/A,N/A,N/A,N/A,N/A,0,N/A
Electrum Special Acquisition Co,N/A,N/A,N/A,N/A,N/A,0,N/A
Ellington Financial LLC Common ,15.98,16.98,N/A,0.82,0,-8.8,0.39
Elmira Savings Bank NY (The),20.57,19.7,15.56,1.15,0,0,3.11
EMC Insurance Group Inc.,26.3,27.1,16.66,1.04,0,3.33,7.07
Emclaire Financial Corp,25.18,24.55,15.13,0.99,0,0,2.1
"Emergent Capital, Inc. Common S",2.67,3.4,N/A,N/A,N/A,0,N/A
Employers Holdings Inc Common S,31.29,30,11.88,1.33,120.50M,1.62,4.01
Encore Capital Group Inc,21.95,23.11,13.58,1.16,346.95M,0.52,24.22
Endurance Specialty Holdings Lt,91.12,72.73,15.34,1.25,610.59M,2.01,0.46
"Enova International, Inc. Commo",9.61,8.67,13.04,1.65,0,0,18.11
Enstar Group Limited - Ordinary,174.06,164.53,10.82,1.37,461.45M,1.58,9.77
Entegra Financial Corp.,18.34,17.84,21.13,0.89,0,0,0.12
Enterprise Bancorp Inc,28.22,25.32,19.3,1.76,0,0,19.77
Enterprise Financial Services C,33.62,30.1,16.78,2.05,0,1.69,2.05
"Equifax, Inc. Common Stock",126,128.43,30.78,5.28,1.04B,1.83,4.54
Equitable Financial Corp.,8.73,8.54,28.12,0.82,0,0,2.85
"Equity Bancshares, Inc.",26.85,24.19,21.62,1.55,0,0,15.22
Erie Indemnity Company,102.62,99.49,28.5,6.63,-31.43M,2.7,5.17
"ESSA Bancorp, Inc.",13.85,13.75,20.22,0.88,0,0,10.52
Essent Group Ltd. Common Shares,27.63,24.75,12.75,2.04,292.15M,0.64,4.11
"Euronet Worldwide, Inc.",80.07,77.57,23.45,4.32,324.05M,1.27,2.63
"Evans Bancorp, Inc. Common Stoc",27.83,26.08,18.34,1.36,0,0,0.81
EverBank Financial Corp. Common,19.33,17.48,20.12,1.39,0,1.3,4.56
Evercore Partners Inc Class A C,55.76,51.47,34.72,5.61,0,2.3,5.17
"Everest Re Group, Ltd. Common S",200.35,188.47,9.16,1.08,0,-1.67,4.46
Everi Holdings Inc. Common Stoc,2.32,1.93,N/A,1.53,182.44M,-0.18,3.62
F.N.B. Corporation Common Stock,13.13,12.7,19.72,1.26,0,3.67,12.04
Farmers Capital Bank Corporatio,32.03,29.52,14.03,1.32,0,2.81,15.16
Farmers National Banc Corp.,10.92,9.89,17.58,1.51,0,0,9.1
"Fauquier Bankshares, Inc.",15.06,14.85,N/A,1.07,0,0,1.33
FB Financial Corporation Common,21.66,21.4,9.9,1.69,0,0,0.11
"FBL Financial Group, Inc. Commo",66.64,63.43,17.58,1.45,185.50M,1.21,4.93
FBR & Co,13.16,15.09,N/A,0.71,0,-0.08,35.88
"FCB Financial Holdings, Inc. Cl",38,36.69,17.71,1.74,0,1.08,4.58
Federal Agricultural Mortgage C,43.29,39.41,10.54,1.39,0,1.23,4.85
"Federated Investors, Inc. Commo",27.44,30.16,14.17,3.98,336.78M,1.17,6.1
Federated National Holding Comp,17.33,19.15,11.21,0.93,34.05M,0.72,2.91
Fidelity & Guaranty Life Common,22.92,23.17,14.24,0.77,205.28M,0.8,36.03
FNF Group of Fidelity National ,35.31,35.99,16.39,1.54,1.41B,0.8,6.42
FNFV Group of Fidelity National,12.11,12.1,N/A,0.98,84.00M,0,15.98
Fidelity Southern Corporation,19.53,17.5,19.54,1.72,0,3.39,4
Fifth Street Asset Management I,5.05,4.72,N/A,21.37,37.58M,-1.05,1.1
Fifth Third Bancorp,21.92,19.66,11.46,1.26,0,4.3,2.48
